3.216131287e+02;-2.255542495e-04
3.217207947e+02;-4.048523842e-04
3.218284607e+02;5.361069925e-04
3.219361267e+02;6.759898388e-04
3.220438232e+02;9.761566762e-04
3.221515198e+02;1.876890659e-03
3.222592163e+02;7.954303874e-04
3.223669434e+02;1.744347392e-04
3.224746399e+02;6.358742248e-04
3.225823669e+02;1.276598079e-03
3.226900940e+02;4.951262381e-04
3.227978210e+02;-7.657419192e-04
3.229055786e+02;-1.386339311e-03
3.230133362e+02;-2.854255727e-04
3.231210938e+02;-4.567933502e-05
3.232288513e+02;5.752064171e-04
3.233366089e+02;8.362051449e-04
3.234443970e+02;-1.947367564e-03
3.235521851e+02;1.637844718e-03
3.236599731e+02;2.747649560e-04
3.237677612e+02;1.015929040e-03
3.238755798e+02;-6.055403501e-04
3.239833984e+02;1.516695193e-05
3.240912170e+02;-2.857551444e-04
3.241990356e+02;1.336345798e-03
3.243068542e+02;1.155756880e-03
3.244147034e+02;1.576696290e-03
3.245225525e+02;8.963648579e-04
3.246304016e+02;1.636471483e-03
3.247382812e+02;2.297527855e-03
3.248461304e+02;-2.049059549e-04
3.249540100e+02;-2.046175650e-04
3.250618896e+02;6.564951036e-04
3.251697998e+02;9.564558859e-04
3.252776794e+02;2.197691938e-03
3.253855896e+02;2.754790476e-04
3.254934998e+02;1.777700032e-03
3.256014099e+02;3.752874909e-04
3.257093201e+02;2.749709529e-04
3.258172607e+02;-1.286558341e-03
3.259252014e+02;-9.455892723e-04
3.260331421e+02;1.176638645e-03
3.261410828e+02;-2.487829886e-03
3.262490540e+02;-7.051976863e-04
3.263570251e+02;6.165030645e-04
3.264649963e+02;-4.517126945e-05
3.265729675e+02;-6.050323136e-04
3.266809387e+02;4.156365467e-04
3.267889404e+02;2.077866811e-03
3.268969421e+02;1.548575237e-04
3.270049438e+02;3.156633466e-04
3.271129761e+02;5.152801750e-04
3.272209778e+02;-6.449693465e-04
3.273290100e+02;8.364523528e-04
3.274370422e+02;-3.050576779e-04
3.275450745e+02;7.759905420e-04
3.276531372e+02;6.155829760e-04
3.277611694e+02;1.036179019e-03
3.278692322e+02;9.566207300e-04
3.279772949e+02;1.316342968e-03
3.280853882e+02;-9.252568707e-04
3.281934509e+02;3.752050688e-04
3.283015442e+02;1.857093768e-03
3.284096375e+02;2.597694751e-03
3.285177612e+02;8.765268140e-04
3.286258545e+02;-3.655606706e-04
3.287339783e+02;-7.653711364e-04
3.288421021e+02;1.396505628e-03
3.289502258e+02;4.756177368e-04
3.290583496e+02;1.353215630e-04
3.291665039e+02;1.376543893e-03
3.292746582e+02;-1.053721644e-04
3.293828125e+02;-6.465229671e-05
3.294909668e+02;8.764032391e-04
3.295991516e+02;-1.852463756e-04
3.297073059e+02;2.757536713e-04
3.298154907e+02;4.356256977e-04
3.299237061e+02;-9.462073212e-04
3.300318909e+02;2.951386268e-04
3.301401062e+02;1.476777950e-03
3.302482910e+02;4.961149534e-04
3.303565369e+02;6.955807912e-04
3.304647522e+02;4.956618068e-04
3.305729675e+02;-2.531943028e-05
3.306812134e+02;3.499130980e-05
3.307894592e+02;1.456198283e-03
3.308977051e+02;2.658348531e-03
3.310059814e+02;4.350626841e-04
3.311142273e+02;-7.257636171e-04
3.312225037e+02;-4.459566844e-04
3.313307800e+02;-8.446136490e-04
3.314390869e+02;5.352281150e-04
3.315473633e+02;1.957698492e-03
3.316556702e+02;6.757975789e-04
3.317639771e+02;-5.857571959e-04
3.318722839e+02;1.116643776e-03
3.319805908e+02;2.097457880e-03
3.320889282e+02;2.557881176e-03
3.321972656e+02;-7.855388103e-04
3.323056030e+02;1.035643509e-03
3.324139404e+02;1.357529778e-03
3.325223083e+02;2.958115074e-04
3.326306458e+02;1.737378421e-03
3.327390137e+02;5.754398881e-04
